Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_Difference,Power,Wear_Ratio
1,302.4,310.1,1645,31.6,93,0,7.700000000000045,51982.0,0.0565349544072948
1,302.4,310.1,1426,46.8,95,0,7.700000000000045,66736.8,0.0666199158485273
2,302.4,310.1,1520,36.6,97,0,7.700000000000045,55632.0,0.0638157894736842
1,302.4,310.1,1709,31.8,100,0,7.700000000000045,54346.2,0.0585137507314218
1,302.4,310.0,1426,46.6,102,0,7.600000000000023,66451.6,0.0715287517531556
1,302.4,310.1,1429,43.7,104,0,7.700000000000045,62447.3,0.072778166550035
1,302.4,310.2,1346,62.4,106,1,7.800000000000011,83990.4,0.0787518573551263
1,302.5,310.2,1454,43.0,108,0,7.699999999999989,62522.0,0.0742778541953232
2,302.5,310.3,1411,49.5,110,0,7.800000000000011,69844.5,0.0779588944011339
1,302.4,310.3,1900,24.4,113,0,7.900000000000034,46360.0,0.0594736842105263
1,302.4,310.3,1479,36.2,115,0,7.900000000000034,53539.8,0.0777552400270453
1,302.5,310.4,1415,48.2,117,0,7.899999999999977,68203.0,0.0826855123674911
1,302.5,310.3,1539,39.0,119,0,7.800000000000011,60021.0,0.0773229369720597
1,302.4,310.3,1520,31.6,121,0,7.900000000000034,48032.0,0.0796052631578947
1,302.4,310.3,1480,45.8,123,0,7.900000000000034,67784.0,0.0831081081081081
1,302.4,310.4,1666,29.7,125,0,8.0,49480.2,0.0750300120048019
1,302.4,310.4,1456,47.6,127,0,8.0,69305.6,0.0872252747252747
1,302.4,310.4,1865,23.9,129,0,8.0,44573.5,0.0691689008042895
2,302.5,310.5,1918,21.6,131,0,8.0,41428.8,0.0683003128258602
1,302.5,310.4,1488,48.4,134,0,7.899999999999977,72019.2,0.0900537634408602
2,302.5,310.5,1527,38.8,136,0,8.0,59247.6,0.089063523248199
2,302.4,310.4,1463,42.2,139,0,8.0,61738.600000000006,0.0950102529049897
1,302.4,310.4,1521,38.5,142,0,8.0,58558.5,0.0933596318211702
2,302.4,310.5,1372,45.7,144,1,8.100000000000023,62700.4,0.1049562682215743
1,302.5,310.5,1507,39.5,147,0,8.0,59526.5,0.0975447909754479
2,302.4,310.4,1586,34.3,149,0,8.0,54399.8,0.0939470365699873
1,302.5,310.4,1487,42.0,152,0,7.899999999999977,62454.0,0.1022192333557498
1,302.5,310.5,1520,41.2,154,0,8.0,62624.00000000001,0.1013157894736842
0,302.5,310.4,1422,41.9,156,0,7.899999999999977,59581.8,0.1097046413502109
2,302.4,310.3,1375,52.5,161,1,7.900000000000034,72187.5,0.117090909090909
1,302.4,310.2,1633,28.0,164,0,7.800000000000011,45724.0,0.1004286589099816
1,302.4,310.2,1503,36.2,166,0,7.800000000000011,54408.600000000006,0.1104457751164338
1,302.4,310.2,1351,45.1,168,1,7.800000000000011,60930.1,0.1243523316062176
1,302.3,310.2,1548,35.3,170,0,7.899999999999977,54644.4,0.1098191214470284
1,302.4,310.3,1923,23.3,172,0,7.900000000000034,44805.9,0.0894435777431097
1,302.5,310.3,1592,32.6,174,0,7.800000000000011,51899.2,0.1092964824120603
2,302.5,310.4,1580,35.6,176,0,7.899999999999977,56248.0,0.1113924050632911
1,302.5,310.4,1427,46.8,179,0,7.899999999999977,66783.59999999999,0.1254379817799579
2,302.5,310.4,1581,32.7,181,0,7.899999999999977,51698.7,0.1144845034788108
2,302.6,310.5,1542,39.9,184,0,7.899999999999977,61525.8,0.119325551232166
1,302.5,310.4,1349,55.1,187,1,7.899999999999977,74329.90000000001,0.1386212008895478
1,302.5,310.5,1463,43.0,189,0,8.0,62909.0,0.1291866028708134
2,302.5,310.4,1429,43.2,191,0,7.899999999999977,61732.8,0.1336599020293911
2,302.5,310.4,1451,53.6,194,0,7.899999999999977,77773.6,0.1337008959338387
1,302.6,310.5,1511,37.2,197,0,7.899999999999977,56209.2,0.1303772336201191
1,302.6,310.6,1549,37.5,199,0,8.0,58087.5,0.1284699806326662
2,302.5,310.5,1507,40.2,201,0,8.0,60581.4,0.1333775713337757
2,302.6,310.5,1524,33.7,204,0,7.899999999999977,51358.8,0.1338582677165354
2,302.7,310.5,1880,22.7,207,0,7.800000000000011,42676.0,0.1101063829787234
1,302.6,310.5,1461,45.4,0,0,7.899999999999977,66329.4,0.0
1,302.6,310.5,1748,28.2,2,0,7.899999999999977,49293.6,0.0011441647597254
1,302.7,310.6,1690,26.7,4,0,7.900000000000034,45123.0,0.0023668639053254
2,302.7,310.6,1349,51.2,6,1,7.900000000000034,69068.8,0.0044477390659747
1,302.7,310.6,1686,26.3,9,0,7.900000000000034,44341.8,0.0053380782918149
1,302.7,310.7,1369,47.5,11,1,8.0,65027.5,0.0080350620891161
1,302.7,310.7,1433,43.7,13,0,8.0,62622.100000000006,0.0090718771807397
1,302.7,310.7,1597,41.9,15,0,8.0,66914.3,0.0093926111458985
1,302.9,310.8,1610,32.2,17,0,7.900000000000034,51842.00000000001,0.0105590062111801
1,302.7,310.7,1398,57.7,19,0,8.0,80664.6,0.013590844062947
1,302.7,310.7,1977,20.0,21,0,8.0,39540.0,0.0106221547799696
1,302.8,310.8,1516,39.5,23,0,8.0,59882.0,0.0151715039577836
0,302.7,310.8,1275,55.0,25,1,8.100000000000023,70125.0,0.0196078431372549
1,302.8,310.8,1402,50.5,30,0,8.0,70801.0,0.021398002853067
2,302.8,310.8,1451,44.7,32,0,8.0,64859.7,0.0220537560303239
2,302.7,310.8,1555,36.1,35,0,8.100000000000023,56135.5,0.022508038585209
1,302.8,310.9,1636,35.0,38,0,8.099999999999966,57260.0,0.0232273838630806
1,302.8,310.9,1312,52.2,40,1,8.099999999999966,68486.40000000001,0.0304878048780487
1,302.8,310.9,1708,29.8,42,0,8.099999999999966,50898.4,0.0245901639344262
2,302.9,311.0,1556,36.5,44,0,8.100000000000023,56794.0,0.0282776349614395
0,302.8,311.0,1436,43.5,47,0,8.199999999999989,62466.0,0.0327298050139275
2,302.9,311.0,1402,40.7,52,0,8.100000000000023,57061.4,0.0370898716119828
2,302.9,311.0,1437,49.9,55,0,8.100000000000023,71706.3,0.0382741823242867
2,302.9,311.1,1926,21.8,58,0,8.200000000000045,41986.8,0.0301142263759086
1,303.0,311.2,1800,23.7,61,0,8.199999999999989,42660.0,0.0338888888888888
1,303.0,311.2,1641,32.6,63,0,8.199999999999989,53496.600000000006,0.0383912248628884
1,303.0,311.2,1374,48.2,65,1,8.199999999999989,66226.8,0.0473071324599708
1,303.0,311.2,1494,37.0,67,0,8.199999999999989,55278.0,0.0448460508701472
1,303.0,311.2,1601,32.9,69,0,8.199999999999989,52672.9,0.0430980637101811
1,302.9,311.2,1634,36.9,71,0,8.300000000000011,60294.6,0.0434516523867809
2,302.9,311.2,1467,37.7,73,0,8.300000000000011,55305.9,0.0497614178595773
1,302.8,311.1,1550,32.3,76,0,8.300000000000011,50064.99999999999,0.0490322580645161
1,302.8,311.1,1563,32.2,78,0,8.300000000000011,50328.600000000006,0.0499040307101727
1,302.7,310.9,1395,48.3,80,0,8.199999999999989,67378.5,0.057347670250896
2,302.8,311.0,1507,33.4,82,0,8.199999999999989,50333.8,0.0544127405441274
1,302.8,311.0,1564,38.5,85,0,8.199999999999989,60214.0,0.0543478260869565
1,302.8,311.1,1721,30.0,87,0,8.300000000000011,51630.0,0.0505520046484602
1,302.8,311.1,1456,36.1,89,0,8.300000000000011,52561.6,0.0611263736263736
0,302.9,311.2,2102,17.8,91,0,8.300000000000011,37415.6,0.0432921027592768
1,302.9,311.1,1555,33.9,96,0,8.200000000000045,52714.5,0.0617363344051446
1,303.0,311.2,1409,41.9,98,0,8.199999999999989,59037.1,0.0695528743789922
2,303.0,311.2,1387,41.4,100,0,8.199999999999989,57421.8,0.0720980533525594
2,303.0,311.2,1460,43.9,103,0,8.199999999999989,64094.0,0.0705479452054794
1,303.0,311.2,1361,47.6,106,1,8.199999999999989,64783.6,0.0778839088905216
2,303.0,311.1,1490,43.0,108,0,8.100000000000023,64070.0,0.07248322147651
1,303.1,311.2,1399,49.2,111,0,8.099999999999966,68830.8,0.0793423874195854
1,303.1,311.1,1420,55.8,113,0,8.0,79236.0,0.0795774647887324
1,303.0,311.0,1359,44.2,115,1,8.0,60067.8,0.0846210448859455
2,303.0,311.1,1372,54.3,117,1,8.100000000000023,74499.59999999999,0.0852769679300291
2,303.0,311.0,1409,41.7,120,0,8.0,58755.3,0.085166784953868
0,302.9,311.0,1452,58.3,123,0,8.100000000000023,84651.59999999999,0.0847107438016528
1,302.9,311.0,1820,24.6,128,0,8.100000000000023,44772.0,0.0703296703296703
0,302.9,311.0,1469,48.7,130,0,8.100000000000023,71540.3,0.0884955752212389
1,302.9,311.1,1556,45.3,135,0,8.200000000000045,70486.79999999999,0.0867609254498714
1,303.0,311.1,1980,20.2,137,0,8.100000000000023,39996.0,0.0691919191919192
2,303.0,311.2,1519,38.0,139,0,8.199999999999989,57722.0,0.0915075707702435
1,303.0,311.2,1456,44.0,142,0,8.199999999999989,64064.0,0.0975274725274725
1,303.1,311.2,1394,45.3,144,0,8.099999999999966,63148.2,0.103299856527977
1,303.0,311.3,1365,56.2,146,1,8.300000000000011,76713.0,0.1069597069597069
1,303.0,311.3,2194,16.5,148,0,8.300000000000011,36201.0,0.0674567000911577
1,303.1,311.3,1403,55.6,150,0,8.199999999999989,78006.8,0.1069137562366357
0,303.0,311.2,1503,37.0,152,0,8.199999999999989,55611.0,0.1011310711909514
1,303.0,311.3,1793,29.3,157,0,8.300000000000011,52534.9,0.0875627440044617
1,303.1,311.4,1829,24.5,159,0,8.299999999999955,44810.5,0.0869327501366867
2,303.1,311.4,1831,23.3,161,0,8.299999999999955,42662.3,0.0879300928454396
2,303.0,311.3,1335,53.6,164,1,8.300000000000011,71556.0,0.1228464419475655
0,303.1,311.3,2056,19.7,167,0,8.199999999999989,40503.2,0.0812256809338521
1,303.1,311.3,1336,52.6,172,1,8.199999999999989,70273.6,0.1287425149700598
1,303.0,311.2,1341,51.0,174,1,8.199999999999989,68391.0,0.1297539149888143
2,303.0,311.1,1526,37.3,176,0,8.100000000000023,56919.8,0.1153342070773263
1,303.0,311.1,1525,40.7,179,0,8.100000000000023,62067.50000000001,0.1173770491803278
2,303.0,311.1,1428,39.8,181,0,8.100000000000023,56834.4,0.126750700280112
1,303.0,311.2,1511,45.7,184,0,8.199999999999989,69052.7,0.1217736598279285
1,303.0,311.2,1664,29.8,186,0,8.199999999999989,49587.2,0.1117788461538461
2,303.0,311.2,1592,38.9,188,0,8.199999999999989,61928.8,0.1180904522613065
2,303.0,311.1,1597,36.7,191,0,8.100000000000023,58609.9,0.1195992485911083
1,303.0,311.2,1735,26.1,194,0,8.199999999999989,45283.5,0.1118155619596541
1,302.9,311.2,1751,23.8,196,0,8.300000000000011,41673.8,0.1119360365505425
1,303.0,311.2,1383,44.6,198,0,8.199999999999989,61681.8,0.1431670281995661
2,302.9,311.2,1330,53.7,200,1,8.300000000000011,71421.0,0.150375939849624
1,303.0,311.2,1382,50.5,203,0,8.199999999999989,69791.0,0.1468885672937771
1,303.0,311.2,1755,30.4,205,0,8.199999999999989,53352.0,0.1168091168091168
2,303.0,311.2,1614,35.7,207,0,8.199999999999989,57619.8,0.1282527881040892
1,303.0,311.3,1466,43.0,210,0,8.300000000000011,63038.0,0.1432469304229195
2,303.1,311.3,1847,24.7,212,0,8.199999999999989,45620.9,0.1147807255008121
1,303.1,311.3,1474,34.8,215,0,8.199999999999989,51295.2,0.1458616010854816
1,303.1,311.3,1657,31.8,217,0,8.199999999999989,52692.6,0.1309595654797827
1,303.1,311.2,1435,40.1,219,0,8.099999999999966,57543.5,0.1526132404181184
0,303.1,311.3,1494,42.7,221,0,8.199999999999989,63793.8,0.1479250334672021
1,303.2,311.4,1238,54.6,226,1,8.199999999999989,67594.8,0.1825525040387722
1,303.2,311.4,1324,54.2,228,1,8.199999999999989,71760.8,0.1722054380664652
1,303.2,311.4,1514,41.2,230,0,8.199999999999989,62376.8,0.1519154557463672
1,303.3,311.4,1732,25.6,232,0,8.099999999999966,44339.2,0.1339491916859122
1,303.3,311.4,1497,46.0,234,1,8.099999999999966,68862.0,0.156312625250501
1,303.3,311.4,1958,21.5,0,0,8.099999999999966,42097.0,0.0
1,303.3,311.4,1630,32.5,2,0,8.099999999999966,52975.0,0.0012269938650306
2,303.3,311.4,1395,59.1,4,0,8.099999999999966,82444.5,0.0028673835125448
1,303.3,311.4,1658,30.5,7,0,8.099999999999966,50569.0,0.0042219541616405
1,303.2,311.4,1349,51.1,9,1,8.199999999999989,68933.90000000001,0.0066716085989621
1,303.1,311.2,1452,52.9,11,0,8.099999999999966,76810.8,0.0075757575757575
2,303.1,311.1,1594,35.5,13,0,8.0,56587.0,0.008155583437892
2,303.1,311.0,1510,47.6,16,0,7.899999999999977,71876.0,0.0105960264900662
1,303.1,311.1,1854,22.6,19,0,8.0,41900.4,0.0102481121898597
1,303.1,311.2,1626,32.3,21,0,8.099999999999966,52519.8,0.0129151291512915
1,303.1,311.2,1628,35.2,23,0,8.099999999999966,57305.600000000006,0.0141277641277641
1,303.1,311.2,1679,34.8,25,0,8.099999999999966,58429.2,0.0148898153662894
2,303.1,311.2,1489,44.5,27,0,8.099999999999966,66260.5,0.0181329751511081
1,303.2,311.2,1439,43.9,30,0,8.0,63172.1,0.0208478109798471
1,303.3,311.3,1350,48.1,32,1,8.0,64935.0,0.0237037037037037
0,303.3,311.2,1607,31.7,34,0,7.899999999999977,50941.9,0.0211574362165525
1,303.3,311.3,1389,53.9,39,0,8.0,74867.09999999999,0.0280777537796976
2,303.3,311.3,1566,46.1,41,0,8.0,72192.6,0.0261813537675606
2,303.4,311.4,1307,54.0,44,1,8.0,70578.0,0.0336648814078041
2,303.3,311.5,1569,36.6,47,0,8.199999999999989,57425.4,0.0299553855959209
0,303.3,311.4,1651,30.6,50,0,8.099999999999966,50520.600000000006,0.0302846759539672
0,303.3,311.4,1692,27.9,55,0,8.099999999999966,47206.8,0.0325059101654846
2,303.3,311.5,1373,47.3,60,1,8.199999999999989,64942.9,0.043699927166788
1,303.2,311.4,1610,35.5,63,0,8.199999999999989,57155.0,0.0391304347826087
1,303.3,311.4,1511,43.4,65,0,8.099999999999966,65577.4,0.043017868960953
1,303.3,311.5,1412,55.6,67,0,8.199999999999989,78507.2,0.0474504249291784
1,303.4,311.5,1501,36.2,69,0,8.100000000000023,54336.2,0.0459693537641572
1,303.4,311.5,1414,44.8,71,0,8.100000000000023,63347.2,0.0502121640735502
0,303.5,311.5,1629,33.5,73,0,8.0,54571.5,0.0448127685696746
1,303.4,311.5,1879,21.3,78,0,8.100000000000023,40022.7,0.0415114422565194
0,303.5,311.6,1466,47.0,80,0,8.100000000000023,68902.0,0.0545702592087312
0,303.6,311.7,1476,40.1,85,0,8.099999999999966,59187.6,0.0575880758807588
1,303.6,311.8,1695,30.7,90,0,8.199999999999989,52036.5,0.0530973451327433
1,303.6,311.7,1491,39.8,92,0,8.099999999999966,59341.8,0.0617035546613011
2,303.6,311.8,1659,34.7,94,0,8.199999999999989,57567.3,0.0566606389391199
1,303.6,311.8,1567,31.7,97,0,8.199999999999989,49673.9,0.0619017230376515
1,303.6,311.8,1736,32.9,99,0,8.199999999999989,57114.4,0.0570276497695852
2,303.6,311.8,1421,44.8,101,1,8.199999999999989,63660.8,0.0710767065446868
2,303.6,311.8,1627,30.8,104,0,8.199999999999989,50111.6,0.0639213275968039
2,303.5,311.6,1562,34.2,107,0,8.100000000000023,53420.4,0.0685019206145966
1,303.5,311.6,2183,17.0,110,0,8.100000000000023,37111.0,0.0503893724232707
1,303.5,311.6,1577,38.1,112,0,8.100000000000023,60083.7,0.0710209258084971
2,303.4,311.5,1560,36.4,114,0,8.100000000000023,56784.0,0.073076923076923
2,303.4,311.5,1483,43.0,117,0,8.100000000000023,63769.0,0.078894133513149
1,303.5,311.5,1535,33.3,120,0,8.0,51115.49999999999,0.0781758957654723
2,303.4,311.4,1606,29.6,122,0,8.0,47537.600000000006,0.0759651307596513
2,303.4,311.5,1817,24.7,125,0,8.100000000000023,44879.9,0.0687947165657677
1,303.4,311.5,1424,50.8,128,0,8.100000000000023,72339.2,0.0898876404494382
1,303.3,311.6,1514,34.7,130,0,8.300000000000011,52535.8,0.0858652575957727
1,303.4,311.6,1449,41.7,132,0,8.200000000000045,60423.3,0.0910973084886128
2,303.5,311.6,1573,34.0,134,0,8.100000000000023,53482.0,0.0851875397329942
1,303.4,311.6,1564,41.9,137,0,8.200000000000045,65531.6,0.0875959079283887
1,303.5,311.6,1428,46.2,139,0,8.100000000000023,65973.6,0.0973389355742296
1,303.5,311.7,1620,31.0,141,0,8.199999999999989,50220.0,0.087037037037037
0,303.5,311.7,1584,32.7,143,0,8.199999999999989,51796.8,0.0902777777777777
1,303.6,311.8,1222,66.8,148,1,8.199999999999989,81629.59999999999,0.1211129296235679
2,303.6,311.8,1432,42.5,150,0,8.199999999999989,60860.0,0.1047486033519553
1,303.7,311.9,1561,33.3,153,0,8.199999999999989,51981.3,0.0980140935297886
1,303.6,311.8,1614,33.2,155,0,8.199999999999989,53584.8,0.0960346964064436
1,303.5,311.7,1959,22.3,157,0,8.199999999999989,43685.7,0.0801429300663603
1,303.5,311.8,1944,23.5,159,0,8.300000000000011,45684.0,0.0817901234567901
1,303.4,311.7,1793,25.8,161,0,8.300000000000011,46259.4,0.0897936419408812
2,303.4,311.6,1446,50.0,163,0,8.200000000000045,72300.0,0.1127247579529737
1,303.4,311.7,1673,32.2,166,0,8.300000000000011,53870.600000000006,0.0992229527794381
2,303.4,311.7,1515,44.2,168,0,8.300000000000011,66963.0,0.1108910891089108
1,303.4,311.8,1564,35.9,171,0,8.400000000000034,56147.6,0.1093350383631713
1,303.5,311.8,1451,45.2,173,0,8.300000000000011,65585.2,0.1192281185389386
0,303.4,311.8,1693,28.3,175,0,8.400000000000034,47911.9,0.1033668044890726
1,303.4,311.7,1476,42.3,180,0,8.300000000000011,62434.8,0.1219512195121951
1,303.4,311.6,1712,30.1,182,0,8.200000000000045,51531.2,0.1063084112149532
2,303.4,311.6,1425,45.4,184,0,8.200000000000045,64695.0,0.1291228070175438
1,303.3,311.6,1337,56.8,187,1,8.300000000000011,75941.59999999999,0.1398653702318623
2,303.4,311.7,1690,34.9,189,0,8.300000000000011,58981.0,0.1118343195266272
2,303.4,311.7,1353,44.1,192,1,8.300000000000011,59667.3,0.1419068736141907
1,303.5,311.8,1927,21.9,195,0,8.300000000000011,42201.3,0.1011935651271406
2,303.4,311.8,1391,42.7,197,0,8.400000000000034,59395.7,0.1416247304097771
1,303.4,311.8,1366,50.9,200,1,8.400000000000034,69529.4,0.1464128843338213
1,303.4,311.9,1771,31.6,202,0,8.5,55963.600000000006,0.1140598531902879
2,303.4,311.8,1515,42.6,204,0,8.400000000000034,64539.0,0.1346534653465346
2,303.4,311.8,2133,18.3,207,0,8.400000000000034,39033.9,0.0970464135021097
2,303.4,311.8,1341,47.0,210,1,8.400000000000034,63027.0,0.1565995525727069
1,303.4,311.7,1406,47.1,213,0,8.300000000000011,66222.6,0.1514935988620199
1,303.4,311.8,1306,61.0,215,1,8.400000000000034,79666.0,0.1646248085758039
1,303.3,311.7,1508,35.5,217,0,8.399999999999977,53534.0,0.1438992042440318
1,303.3,311.6,1301,45.1,219,1,8.300000000000011,58675.1,0.1683320522674865
1,303.3,311.7,1539,38.5,221,0,8.399999999999977,59251.5,0.1435997400909681
1,303.3,311.6,1484,44.6,223,0,8.300000000000011,66186.40000000001,0.1502695417789757
1,303.2,311.5,1507,39.2,225,0,8.300000000000011,59074.4,0.1493032514930325
1,303.2,311.5,1544,42.5,227,0,8.300000000000011,65620.0,0.147020725388601
1,303.2,311.5,1513,37.9,0,0,8.300000000000011,57342.7,0.0
2,303.2,311.5,1336,58.2,2,1,8.300000000000011,77755.2,0.0014970059880239
2,303.2,311.4,2102,19.0,5,0,8.199999999999989,39938.0,0.0023786869647954
1,303.2,311.4,1351,53.8,8,1,8.199999999999989,72683.8,0.005921539600296
1,303.3,311.5,1601,35.2,10,0,8.199999999999989,56355.2,0.0062460961898813
1,303.2,311.3,1393,52.9,12,0,8.100000000000023,73689.7,0.0086145010768126
1,303.3,311.3,1592,33.7,14,0,8.0,53650.4,0.0087939698492462
1,303.3,311.3,1409,51.8,16,0,8.0,72986.2,0.0113555713271824
1,303.3,311.3,1393,47.4,18,0,8.0,66028.2,0.0129217516152189
0,303.2,311.2,1475,43.1,20,0,8.0,63572.5,0.0135593220338983
1,303.2,311.2,1427,45.6,25,0,8.0,65071.2,0.0175192711983181
1,303.3,311.2,1763,27.3,27,0,7.899999999999977,48129.9,0.0153148043108338
1,303.2,311.2,1363,46.7,29,1,8.0,63652.100000000006,0.0212765957446808
1,303.2,311.2,1404,50.9,31,0,8.0,71463.59999999999,0.022079772079772
2,303.2,311.2,1688,31.9,33,0,8.0,53847.2,0.0195497630331753
1,303.3,311.4,1510,37.3,36,0,8.099999999999966,56322.99999999999,0.023841059602649
0,303.3,311.3,1502,39.5,38,0,8.0,59329.0,0.0252996005326231
0,303.2,311.4,1607,36.6,43,0,8.199999999999989,58816.2,0.0267579340385812
2,303.3,311.5,1384,54.8,48,0,8.199999999999989,75843.2,0.0346820809248554
1,303.4,311.7,1295,51.3,51,1,8.300000000000011,66433.5,0.0393822393822393
0,303.4,311.7,1991,19.0,53,0,8.300000000000011,37829.0,0.0266197890507282
1,303.4,311.6,1497,42.8,58,0,8.200000000000045,64071.6,0.0387441549766199
1,303.5,311.6,1465,48.7,60,0,8.100000000000023,71345.5,0.0409556313993174
1,303.5,311.6,1361,46.5,62,1,8.100000000000023,63286.5,0.0455547391623806
1,303.6,311.7,1546,38.5,64,0,8.099999999999966,59521.0,0.0413971539456662
0,303.7,311.9,1332,52.7,66,1,8.199999999999989,70196.40000000001,0.0495495495495495
2,303.7,312.0,2663,11.4,71,1,8.300000000000011,30358.2,0.0266616597822005
1,303.7,312.1,1443,45.9,74,0,8.400000000000034,66233.7,0.0512820512820512
2,303.7,312.0,1402,48.6,76,0,8.300000000000011,68137.2,0.0542082738944365
1,303.7,312.0,1892,22.5,79,0,8.300000000000011,42570.0,0.0417547568710359
2,303.6,312.0,1645,35.7,81,0,8.399999999999977,58726.50000000001,0.0492401215805471
1,303.6,311.9,1473,50.1,84,0,8.299999999999955,73797.3,0.0570264765784114
1,303.6,312.0,1309,52.9,86,1,8.399999999999977,69246.09999999999,0.0656990068754774
0,303.6,311.9,1544,37.1,88,0,8.299999999999955,57282.4,0.0569948186528497
1,303.5,311.9,1344,49.3,93,1,8.399999999999977,66259.2,0.0691964285714285
2,303.6,311.9,1617,36.0,95,0,8.299999999999955,58212.0,0.0587507730364873
2,303.6,312.0,1435,37.9,98,0,8.399999999999977,54386.5,0.0682926829268292
1,303.6,312.0,1391,50.3,101,0,8.399999999999977,69967.3,0.0726096333572969
1,303.6,312.0,1827,23.3,103,0,8.399999999999977,42569.1,0.0563765736179529
1,303.5,312.0,1761,25.8,105,0,8.5,45433.8,0.059625212947189
1,303.5,312.1,1522,36.4,107,0,8.600000000000023,55400.8,0.0703022339027595
2,303.5,312.2,1818,23.6,109,0,8.699999999999989,42904.8,0.0599559955995599
0,303.6,312.2,1371,54.6,112,1,8.599999999999966,74856.6,0.0816921954777534
1,303.7,312.3,1511,38.9,117,0,8.600000000000023,58777.9,0.0774321641297154
1,303.7,312.4,1404,46.6,119,0,8.699999999999989,65426.4,0.0847578347578347
1,303.7,312.3,1384,45.9,121,0,8.600000000000023,63525.6,0.0874277456647398
1,303.8,312.5,1368,52.6,123,0,8.699999999999989,71956.8,0.0899122807017543
1,303.7,312.5,1641,36.0,125,0,8.800000000000011,59076.0,0.0761730652041438
1,303.9,312.6,1642,32.3,127,0,8.700000000000045,53036.6,0.0773447015834348
0,303.9,312.7,1401,50.0,129,0,8.800000000000011,70050.0,0.0920770877944325
1,303.8,312.6,1577,41.3,134,0,8.800000000000011,65130.1,0.0849714648065948
1,303.7,312.6,1396,44.1,136,0,8.900000000000034,61563.6,0.0974212034383954
0,303.7,312.6,1514,35.5,138,0,8.900000000000034,53747.0,0.0911492734478203
1,303.8,312.8,1646,35.8,143,0,9.0,58926.8,0.0868772782503037
1,303.8,312.8,1443,40.7,145,0,9.0,58730.100000000006,0.1004851004851004
2,303.7,312.7,1469,48.5,147,0,9.0,71246.5,0.1000680735194009
0,303.7,312.7,1564,40.2,150,0,9.0,62872.8,0.0959079283887468
0,303.6,312.6,1498,40.2,155,0,9.0,60219.600000000006,0.1034712950600801
1,303.6,312.6,1699,27.9,160,0,9.0,47402.1,0.0941730429664508
1,303.6,312.5,1431,49.0,162,0,8.899999999999977,70119.0,0.1132075471698113
1,303.5,312.4,1390,47.3,164,0,8.899999999999977,65747.0,0.1179856115107913
1,303.5,312.5,1380,46.1,166,0,9.0,63618.0,0.1202898550724637
1,303.5,312.5,1457,46.4,168,0,9.0,67604.8,0.1153054221002059
1,303.5,312.5,1418,42.2,170,0,9.0,59839.600000000006,0.1198871650211565
2,303.5,312.5,1353,51.0,172,0,9.0,69003.0,0.1271249076127125
1,303.5,312.4,1574,32.7,175,0,8.899999999999977,51469.8,0.1111817026683608
2,303.5,312.4,1318,54.2,177,0,8.899999999999977,71435.6,0.1342943854324734
1,303.6,312.5,1710,31.4,180,0,8.899999999999977,53694.0,0.1052631578947368
1,303.7,312.6,1621,38.8,182,0,8.900000000000034,62894.8,0.1122763726095003
1,303.6,312.6,1606,33.6,184,0,9.0,53961.600000000006,0.1145703611457036
0,303.6,312.5,1375,54.0,186,0,8.899999999999977,74250.0,0.1352727272727272
1,303.5,312.4,1503,36.5,191,0,8.899999999999977,54859.5,0.1270791749833666
1,303.5,312.3,1404,48.6,193,0,8.800000000000011,68234.40000000001,0.1374643874643874
1,303.4,312.2,1656,32.7,195,0,8.800000000000011,54151.2,0.1177536231884057
2,303.4,312.1,1499,39.4,197,0,8.700000000000045,59060.6,0.1314209472981988
2,303.4,312.0,1748,28.4,200,0,8.600000000000023,49643.2,0.11441647597254
1,303.4,311.9,1531,37.9,203,0,8.5,58024.9,0.1325930764206401
2,303.3,311.8,1536,40.6,205,0,8.5,62361.600000000006,0.1334635416666666
1,303.4,311.8,1401,53.0,208,1,8.400000000000034,74253.0,0.1484653818700927
0,303.4,311.9,1534,33.2,210,0,8.5,50928.8,0.1368970013037809
1,303.4,312.0,1521,35.9,215,1,8.600000000000023,54603.9,0.1413543721236028
1,303.5,312.1,1674,30.8,0,0,8.600000000000023,51559.2,0.0
2,303.6,312.1,1967,20.9,2,0,8.5,41110.3,0.0010167768174885
1,303.6,312.2,1696,30.7,5,0,8.599999999999966,52067.2,0.0029481132075471
2,303.6,312.1,1627,32.5,7,0,8.5,52877.5,0.0043023970497848
1,303.5,311.9,1405,45.6,10,0,8.399999999999977,64068.0,0.0071174377224199
1,303.5,311.9,1565,38.9,12,0,8.399999999999977,60878.5,0.0076677316293929
1,303.5,311.9,1493,38.7,14,0,8.399999999999977,57779.100000000006,0.0093770931011386
1,303.4,311.8,1499,45.0,16,0,8.400000000000034,67455.0,0.0106737825216811
1,303.3,311.8,1692,30.6,18,0,8.5,51775.2,0.0106382978723404
1,303.4,311.8,2268,15.8,20,0,8.400000000000034,35834.4,0.0088183421516754
1,303.4,311.8,1438,58.9,22,0,8.400000000000034,84698.2,0.015299026425591
1,303.5,311.9,1515,39.2,24,0,8.399999999999977,59388.00000000001,0.0158415841584158
1,303.4,311.9,1491,38.2,26,0,8.5,56956.2,0.0174379610999329
1,303.5,312.0,1756,29.7,28,0,8.5,52153.2,0.0159453302961275
1,303.5,312.0,1366,54.5,30,1,8.5,74447.0,0.0219619326500732
